Address,Value,Soft Miss,Hard Miss, Hit, Evicted Page, Dirty Bit
BFC1,216,1,1,0,167,0
8E55,81,1,1,0,169,0
D542,120,1,0,1,0,0
AF7B,155,1,1,0,171,1
332D,175,1,1,0,200,0
4CA3,147,1,1,0,228,0
E6F7,97,1,0,1,0,0
167A,122,1,1,0,14,0
D769,156,1,1,0,17,0
92C3,115,1,1,0,22,0
4063,181,1,1,0,49,0
528A,254,1,1,0,51,0
447C,25,1,1,0,53,0
9A1E,86,1,1,0,55,0
3B34,58,1,1,0,60,1
4C64,156,1,0,1,0,0
F049,33,1,1,0,81,0
CA5C,248,1,1,0,107,1
0309,4,1,1,0,142,0
254C,203,1,1,0,146,0
B2CF,38,1,1,0,154,0
35C9,171,1,1,0,175,0
3CE9,105,1,1,0,191,0
42D4,246,1,1,0,202,0
EC50,109,1,1,0,213,0
9B4D,18,1,1,0,215,0
AE07,6,1,1,0,224,0
EA7E,76,1,1,0,230,0
5EC1,0,1,1,0,234,1
5A78,65,1,1,0,236,0
06F5,255,1,1,0,240,0
3F01,208,1,1,0,3,1
46E5,35,1,1,0,37,0
A874,31,1,1,0,53,0
3996,93,1,1,0,59,0
0BFC,53,1,1,0,60,1
F910,140,1,1,0,64,0
D6C0,79,1,1,0,66,0
FB6F,244,1,1,0,68,0
2952,151,1,1,0,70,1
1D31,186,1,1,0,76,1
84C6,93,1,1,0,82,0
C8DF,51,1,1,0,90,0
5CBD,202,1,1,0,94,0
6B5A,121,1,1,0,155,0
8FDA,179,1,1,0,168,0
7EEA,175,1,1,0,174,0
6561,105,1,1,0,178,0
4159,5,1,1,0,200,0
78CE,33,1,1,0,214,0
9976,161,1,1,0,249,0
7FEB,0,1,1,0,251,0
0C63,39,1,1,0,6,0
44AF,158,1,1,0,11,0
BA8A,202,1,1,0,29,0
A98B,200,1,1,0,41,0
BE82,242,1,1,0,57,0
BE83,199,1,0,1,0,0
98E8,74,1,1,0,63,0
38A4,218,1,1,0,65,0
AB6F,34,1,1,0,68,0
0998,52,1,1,0,92,0
4E1C,29,1,1,0,101,0
97CB,68,1,1,0,107,0
BF81,159,1,1,0,120,0
444E,204,1,1,0,126,1
A691,229,1,1,0,127,1
D1FB,137,1,1,0,132,0
227C,193,1,1,0,143,1
B23B,88,1,1,0,151,0
BE0B,101,0,0,1,0,0
CD8E,82,1,1,0,152,0
A394,210,1,1,0,153,0
0049,98,1,1,0,166,0
9FA4,33,1,1,0,169,0
FFBB,225,1,1,0,171,0
F099,122,1,1,0,186,0
1289,237,1,1,0,190,0
0E29,249,1,1,0,191,0
7406,32,1,1,0,205,1
A419,235,1,1,0,209,0
1214,197,1,0,1,0,0
588E,78,1,1,0,240,0
952C,137,1,1,0,255,1
4394,40,1,1,0,0,0
9316,44,1,1,0,9,1
8EB4,21,1,1,0,12,0
1C63,89,1,1,0,34,0
8CB9,126,1,1,0,56,0
3F1E,226,1,1,0,67,0
623C,100,1,1,0,68,0
8A61,140,1,1,0,78,0
2222,222,1,1,0,88,0
3E3C,73,1,1,0,116,0
B198,73,1,1,0,142,0
97DA,204,1,1,0,147,0
9B9E,169,1,1,0,149,0
CD1F,149,1,1,0,159,0
6A06,152,1,1,0,163,0
6E9D,245,1,1,0,164,0
D3AD,158,1,1,0,177,0
968B,48,1,1,0,178,0
CF40,210,1,1,0,205,0
56C1,203,1,1,0,14,0
E8AF,254,1,1,0,18,0
93BC,153,1,1,0,28,0
F8EC,50,1,1,0,34,1
0BA2,25,1,1,0,62,1
E8C8,95,1,0,1,0,0
9241,56,1,1,0,63,0
7689,21,1,1,0,86,0
13FB,172,1,1,0,98,0
FDF4,222,1,1,0,106,0
20CA,77,1,1,0,110,0
0BAD,86,1,0,1,0,0
4851,229,1,1,0,138,0
AD40,181,1,1,0,140,0
49E1,208,1,1,0,147,1
1BB5,98,1,1,0,150,1
C4F8,13,1,1,0,151,0
F153,48,1,1,0,155,0
B407,116,1,1,0,173,0
92A0,210,1,0,1,0,0
91FA,64,1,1,0,207,1
690A,148,1,1,0,211,0
1AA0,239,1,1,0,232,0
4A37,193,1,1,0,248,0
8137,197,1,1,0,253,0
F1E5,137,1,0,1,0,0
8A28,177,1,1,0,11,0
293B,69,1,1,0,19,0
FEA7,65,1,1,0,26,0
787F,90,1,1,0,27,0
1F87,90,1,1,0,32,0
0B30,215,1,1,0,72,0
2CDF,246,1,1,0,73,1
21B5,3,1,1,0,74,0
5C47,239,1,1,0,105,1
323B,1,1,1,0,118,0
37A7,8,1,1,0,120,0
55DE,130,1,1,0,129,0
137A,185,1,1,0,138,0
9D94,83,1,1,0,145,0
B061,253,1,1,0,146,1
B024,205,1,0,1,0,0
7497,223,1,1,0,180,0
E079,111,1,1,0,196,1
636E,192,1,1,0,241,0
0DED,194,1,1,0,254,0
59FD,9,1,1,0,11,0
44E1,234,1,1,0,19,0
9DA5,6410206,1,0,0,0,0
B893,211,1,1,0,31,0
95F6,27,1,1,0,33,0
9536,41,1,0,1,0,0
E156,35,1,1,0,41,0
14F3,58,1,1,0,44,0
23A5,170,1,1,0,50,0
D32F,137,1,1,0,55,1
4224,167,1,1,0,68,0
DD91,124,1,1,0,85,0
FD3C,55,1,1,0,89,0
0D44,134,1,0,1,0,0
B355,116,1,1,0,92,0
4AD7,145,1,1,0,99,1
9F68,58,1,1,0,116,0
5B18,21,1,1,0,149,0
F03C,223,1,1,0,157,1
08DC,233,1,1,0,159,0
CDA9,244,1,1,0,176,0
E614,205,1,1,0,179,1
DAE2,116,1,1,0,184,0
D6BF,125,1,1,0,211,1
3E58,113,1,1,0,221,1
E642,170,1,0,1,0,0
5F8A,131,1,1,0,224,0
9A1F,70,1,1,0,225,1
1081,44,1,1,0,240,0
354B,159,1,1,0,253,0
CB91,242,1,1,0,8,0
1EC1,20,1,1,0,13,1
324E,207,1,1,0,16,1
7A71,25,1,1,0,20,0
00FC,181,1,1,0,35,0
3785,153,1,1,0,62,0
50A0,115,1,1,0,66,1
6B51,117,1,1,0,74,0
2425,61,1,1,0,91,1
8641,26,1,1,0,95,0
A84C,158,1,1,0,107,0
31B9,158,1,1,0,122,0
3B93,36,1,1,0,154,0
C9D3,177,1,1,0,203,0
826C,132,1,1,0,205,0
A287,2,1,1,0,214,0
9850,51,1,1,0,218,0
499E,29,1,1,0,230,1
8F48,224,1,1,0,0,0
1EF7,148,1,0,1,0,0
4055,116,1,1,0,36,0
1A03,29,1,1,0,49,0
23BC,159,1,1,0,50,0
4A22,37,1,1,0,53,0
44A0,184,1,1,0,55,0
02FD,256,1,1,0,59,0
52AD,217,1,1,0,73,1
6137,25,1,1,0,80,1
3055,46,1,1,0,130,1
F961,125,1,1,0,134,0
68B9,172,1,1,0,143,0
CE27,227,1,1,0,152,0
1B1B,69,1,1,0,162,0
2E18,30,1,1,0,168,0
F49C,212,1,1,0,201,1
60B4,77,1,1,0,2,0
9B3B,4,1,1,0,26,0
FC0F,222,1,1,0,30,1
0059,23,1,1,0,35,0
F0CC,139,1,1,0,46,0
A7C1,9,1,1,0,48,1
817B,0,1,1,0,64,0
6475,253,1,1,0,68,0
887D,215,1,1,0,74,0
29D3,8,1,1,0,82,1
0AA0,100,1,1,0,96,0
7DBC,112,1,1,0,97,0
6B93,149,1,1,0,104,0
AD33,146,1,1,0,155,0
6A3A,213,1,1,0,167,0
D600,82,1,1,0,173,0
86E7,45,1,1,0,206,0
840A,67,1,1,0,240,0
E1D7,149,1,1,0,244,1
E272,197,1,1,0,249,0
73FD,73,1,1,0,252,0
9011,130,1,1,0,0,0
6821,57,1,1,0,10,0
5D9A,9,1,1,0,27,0
FECD,237,1,1,0,41,0
E0F2,30,1,1,0,93,0
1A89,194,1,1,0,100,1
81BC,238,1,0,1,0,0
CC32,250,1,1,0,104,0
637C,242,1,1,0,106,0
256E,216,1,1,0,107,1
CF8D,92,1,1,0,115,1
F137,13,1,1,0,125,0
7B6D,76,1,1,0,132,1
1C30,25,1,1,0,134,0
EC63,237,1,1,0,136,1
4888,146,1,1,0,144,0
C7FD,19,1,1,0,204,0
E85F,110,1,1,0,207,1
9B9A,219,1,1,0,214,0
F48C,23,1,1,0,224,1
16CC,13,1,1,0,225,0
19A6,122,1,1,0,226,0
9DE4,173,1,1,0,241,0
9E45,244,1,1,0,244,0
48ED,212,1,0,1,0,0
1486,56,1,1,0,254,1
E94B,169,1,1,0,22,1
186A,156,1,1,0,25,0
4BF6,179,1,1,0,26,1
4C55,190,1,1,0,28,1
D593,155,1,1,0,37,0
725A,133,1,1,0,99,1
6D92,133,1,1,0,123,0
6101,5,1,1,0,129,0
07D6,157,1,1,0,155,0
50F1,89,1,1,0,157,1
6E09,143,1,1,0,158,0
FCB9,52,1,1,0,199,0
9FD0,156,1,1,0,213,0
0568,3,1,1,0,232,0
CD8C,210,1,1,0,233,0
01E1,142,1,1,0,236,0
F166,183,1,1,0,20,0
1B2B,102,1,1,0,24,0
CBDC,161,1,1,0,72,1
EEDC,135,1,1,0,75,0
45FC,166,1,1,0,76,0
8DC6,63,1,1,0,80,1
B6EC,221,1,1,0,97,0
17D9,201,1,1,0,109,0
A64C,139,1,1,0,110,0
1E1A,1,1,1,0,114,0
1FE9,1,1,1,0,159,1
70AC,242,1,1,0,166,0
237C,165,1,1,0,182,0
C168,121,1,1,0,203,0
B330,195,1,1,0,205,0
3E22,49,1,1,0,238,0
2FA4,146,1,1,0,241,1
BD8B,130,1,1,0,252,0
9071,81,1,1,0,1,0
29C3,242,1,1,0,5,0
7165,131,1,1,0,7,0
D659,149,1,1,0,23,0
2D02,169,1,1,0,27,0
9AA1,146,1,1,0,30,0
64B1,117,1,1,0,31,0
79AC,212,1,1,0,35,0
1805,52,1,1,0,41,0
353F,187,1,1,0,47,0
BA54,200,1,1,0,62,1
EB9D,91,1,1,0,69,0
6127,96,1,1,0,112,0
CEC9,165,1,1,0,113,0
69DE,235,1,1,0,121,0
45A4,41,1,1,0,141,1
8D10,130,1,1,0,144,0
17CA,252,1,1,0,154,1
3BC3,185,1,1,0,179,0
012B,180,1,1,0,186,0
7464,30,1,1,0,189,1
5871,160,1,1,0,193,0
A765,83,1,1,0,214,0
17CF,25,1,0,1,0,0
D562,35,1,1,0,235,0
C865,126,1,1,0,1,0
5022,13,1,1,0,24,0
1B23,22,1,1,0,45,0
C10E,23,1,1,0,53,0
298A,178,1,1,0,59,1
174F,148,0,0,1,0,0
A704,236,1,0,1,0,0
CDFC,252,1,1,0,69,0
02F6,128,1,1,0,80,0
1EC9,231,1,1,0,88,0
DF55,224,1,1,0,97,0
1AFA,204,1,1,0,100,0
F2AD,175,1,1,0,105,1
F258,240,1,0,1,0,0
D0ED,132,1,1,0,116,1
1717,-2917739,0,0,1,0,0
039E,96,1,1,0,141,0
8661,119,1,1,0,167,0
F967,132,1,1,0,193,1
1E62,7259904,1,0,0,0,0
F3E5,226,1,1,0,200,0
2BFE,109,1,1,0,205,0
0597,223,1,1,0,206,0
7BDA,22,1,1,0,208,0
0D70,9,1,1,0,213,1
99CC,204,1,1,0,223,0
E628,217,1,1,0,242,0
4F8E,66,1,1,0,2,0
2130,223,1,1,0,3,0
C719,144,1,1,0,5,0
6496,159,1,1,0,13,0
700B,92,1,1,0,23,1
F7EA,178,1,1,0,26,0
B6F0,62,1,1,0,27,0
1B84,42,1,1,0,30,0
5309,76,1,1,0,41,0
D058,160,1,1,0,43,1
2BE1,81,1,1,0,79,0
0C12,93,1,1,0,83,0
E557,163,1,1,0,100,0
D960,193,1,1,0,112,0
6321,145,1,1,0,123,0
2430,16,1,1,0,134,1
4A7B,24,1,1,0,153,0
DD58,49,1,1,0,182,0
E392,208,1,1,0,199,0
3E35,95,1,1,0,208,0
77B4,189,1,1,0,230,0
96E3,63,1,1,0,243,0
EACD,93,1,1,0,247,1
0515,165,1,1,0,249,0
EB7D,18,1,1,0,12,0
D030,80,1,1,0,27,0
05FF,147,1,0,1,0,0
E40B,173,1,1,0,33,0
C884,228,1,1,0,36,0
30CC,237,1,1,0,43,0
A123,58,1,1,0,62,0
9AE7,112,1,1,0,74,0
B6D9,39,1,1,0,99,0
5C73,218,1,1,0,119,0
CAB7,204,1,1,0,150,1
DC9D,151,1,1,0,161,1
AF88,97,1,1,0,200,0
9F9C,175,1,1,0,208,0
3CB3,93,1,1,0,217,0
F3F5,4,1,1,0,221,0
02E4,150,1,1,0,227,0
1159,19,1,1,0,228,0
43CD,46,1,1,0,229,0
3E58,113,1,1,0,234,0
9527,26,1,1,0,235,1
C10C,137,1,1,0,243,0
0999,156,1,1,0,2,0
A9D0,49,1,1,0,5,0
C4B1,133,1,1,0,48,0
F842,243,1,1,0,60,0
9273,247,1,1,0,92,0
88E4,93,1,1,0,146,0
98E9,160,1,1,0,149,0
879E,202,1,1,0,154,0
4799,180,1,1,0,159,0
384C,69,1,1,0,169,0
19AA,215,1,1,0,175,0
6ECD,97,1,1,0,182,0
8442,32,1,1,0,193,1
E82F,236,1,1,0,196,0
EB48,145,1,1,0,202,0
B2A3,140,1,1,0,220,0
74AE,137,1,1,0,232,1
A0D6,155,1,1,0,235,0
03B9,164,1,1,0,248,0
739F,99,1,1,0,9,0
411D,112,1,1,0,17,0
752E,255,1,1,0,25,0
BD73,224,1,1,0,56,1
ABC7,140,1,1,0,62,0
0CA3,136,1,1,0,67,0
2F27,187,1,1,0,71,0
218B,226,1,1,0,110,0
E9A2,181,1,1,0,115,0
2D09,246,1,1,0,116,0
5999,200,1,1,0,117,0
C5DF,82,1,1,0,132,0
E3AD,216,1,1,0,135,0
9D38,237,1,1,0,136,1
D338,155,1,1,0,152,0
6FE3,155,1,1,0,160,0
29C9,115,1,1,0,171,0
433F,219,1,1,0,178,0
1174,74,1,1,0,189,0
A8C7,21,1,1,0,197,0
B796,142,1,1,0,211,0
39C1,130,1,1,0,227,0
D69D,209,1,1,0,233,0
548B,37,1,1,0,3,0
9663,6,1,1,0,12,0
8F76,179,1,1,0,33,0
7BA7,72,1,1,0,41,0
60C7,189,1,1,0,45,0
7E70,115,1,1,0,47,1
52A4,80,1,1,0,57,0
1657,60,1,1,0,65,0
4125,200,1,1,0,67,0
F37F,74,1,1,0,84,0
1FAD,149,1,1,0,89,1
C735,154,1,1,0,111,0
D8B0,24,1,1,0,143,0
DC9B,74,1,1,0,150,0
1D46,88,1,1,0,157,0
2AAD,142,1,1,0,168,1
AC7B,73,1,1,0,183,0
E068,38,1,1,0,199,0
683E,43,1,1,0,214,0
6B0E,249,1,1,0,216,0
234C,164,1,1,0,243,0
CC5F,134,1,1,0,17,0
4154,235,1,0,1,0,0
6D3A,63,1,1,0,22,1
FD0E,247,1,1,0,29,0
4C46,160,1,1,0,31,0
09B6,90,1,1,0,35,0
8C6B,45,1,1,0,42,0
D337,56,1,1,0,65,0
67C5,21,1,1,0,82,0
3B5B,109,1,1,0,96,1
2FA5,55,1,1,0,104,0
3490,36,1,1,0,107,0
8047,256,1,1,0,109,0
128E,200,1,1,0,123,0
EB32,115,1,1,0,126,0
B414,245,1,1,0,140,0
4903,5,1,1,0,172,1
14CC,198,1,1,0,204,0
4B44,174,1,1,0,211,0
909F,215,1,1,0,220,0
C978,223,1,1,0,224,0
0659,222,1,1,0,253,0
639D,174,1,1,0,6,0
D249,110,1,1,0,9,0
AD74,243,1,1,0,18,0
93B3,224,1,1,0,20,0
0C5C,2,1,1,0,47,0
A12F,96,1,1,0,52,0
AD02,150,1,0,1,0,0
B2B2,201,1,1,0,59,0
3FB7,19,1,1,0,73,1
72C9,138,1,1,0,75,0
1C8D,225,1,1,0,76,0
CF51,91,1,1,0,99,0
3831,252,1,1,0,103,0
364E,99,1,1,0,114,0
EDAA,252,1,1,0,128,0
71E9,126,1,1,0,144,0
7E66,102,1,1,0,147,0
C8F9,18,1,1,0,161,0
E783,216,1,1,0,173,0
E8D3,185,1,1,0,178,0
6CE7,146,1,1,0,180,1
AB26,83,1,1,0,200,0
573E,85,1,1,0,201,0
7D4E,47,1,1,0,207,0
7054,39,1,1,0,210,0
8937,18,1,1,0,231,0
C54A,181,1,1,0,232,0
31EE,255,1,1,0,235,0
4E8B,136,1,1,0,237,1
BD7D,33,1,1,0,12,0
2D01,249,1,1,0,28,1
3298,67,1,1,0,49,1
EB05,245,1,1,0,54,0
2CD2,25,1,1,0,56,0
814B,25,1,1,0,63,1
4113,162,1,1,0,78,0
A0C9,126,1,1,0,87,0
9021,147,1,1,0,108,0
49D1,176,1,1,0,112,0
66A3,20,1,1,0,113,0
3357,94,1,1,0,125,0
EB93,84,1,0,1,0,0
965A,22,1,1,0,126,0
5C9E,167,1,1,0,129,0
1E3A,0,1,1,0,137,0
05D7,11,1,1,0,144,1
E5F8,41,1,1,0,160,0
AE73,72,1,1,0,171,0
D484,102,1,1,0,189,0
FD34,160,1,1,0,197,0
C94E,222,1,1,0,212,0
7C70,118,1,1,0,229,0
EC0D,68,1,1,0,235,0
B49E,209,1,1,0,253,0
91DA,114,1,1,0,5,0
71FB,235,1,1,0,30,0
CFCE,70,1,1,0,44,0
6E05,242,1,1,0,45,0
B269,176,1,1,0,50,0
DFC6,239,1,1,0,51,0
2B83,205,1,1,0,65,0
F442,82,1,1,0,73,1
C9E0,235,1,0,1,0,0
A651,198,1,1,0,92,0
5F7E,132,1,1,0,102,0
F8A0,180,1,1,0,110,0
B662,143,1,1,0,113,0
55DA,176,1,1,0,124,0
4CEA,104,1,1,0,145,0
32B2,240,1,1,0,150,0
B6CD,217,1,0,1,0,0
2844,200,1,1,0,166,1
437D,37,1,1,0,174,0
28DD,13,1,0,1,0,0
B0F7,107,1,1,0,178,1
B5C0,151,1,1,0,180,0
3E0B,113,1,1,0,201,0
2BB6,103,1,0,1,0,0
8227,218,1,1,0,207,1
2D06,228,1,1,0,223,0
9511,147,1,1,0,236,1
C766,65,1,1,0,244,0
3F9D,247,1,1,0,248,0
F139,183,1,1,0,40,1
25E0,176,1,1,0,43,0
EB64,236,1,1,0,45,0
AF18,144,1,1,0,50,0
6C89,88,1,1,0,62,0
C969,166,1,1,0,67,0
AEAF,251,1,1,0,76,0
6427,169,1,1,0,85,0
4B49,35,1,1,0,95,0
5669,118,1,1,0,108,0
4C40,6,1,1,0,130,0
0DE3,224,1,1,0,149,0
5BFF,16,1,1,0,174,0
B108,237,1,1,0,175,0
79D5,42,1,1,0,176,0
6206,211,1,1,0,181,1
D8C9,249,1,1,0,182,0
D478,207,1,1,0,199,1
E330,102,1,1,0,201,0
E738,75,1,1,0,216,0
5359,168,1,1,0,235,0
456A,47,1,1,0,241,0
E569,78,1,1,0,13,0
E217,23,1,1,0,37,0
003C,64,1,1,0,63,0
B438,65,1,1,0,75,1
6099,249,1,1,0,76,0
19CC,93,1,1,0,83,0
D715,117,1,1,0,86,0
C43E,93,1,1,0,91,0
1C91,156,1,1,0,96,0
457B,208,1,0,1,0,0
A6AB,62,1,1,0,98,0
E8E8,48,1,1,0,100,1
358D,26,1,1,0,121,0
E120,132,1,1,0,177,0
90B4,11,1,1,0,180,0
8710,233,1,1,0,196,0
55CD,47,1,1,0,212,1
C36D,65,1,1,0,215,0
5F15,48,1,1,0,225,0
BF59,227,1,1,0,226,0
CD79,218,1,1,0,227,0
E9B2,21,1,1,0,229,1
EECA,3,1,1,0,231,0
EEDE,5350637,1,0,0,0,0
E953,190,1,0,1,0,0
5159,121,1,1,0,232,1
9368,156,1,1,0,233,0
0828,107,1,1,0,238,0
27D8,57,1,1,0,0,0
AA20,42,1,1,0,25,0
6C26,70,1,1,0,28,0
AE89,143,1,1,0,53,0
CA66,27,1,1,0,69,0
B66E,65,1,1,0,85,0
48DF,198,1,1,0,95,1
506A,0,1,1,0,108,0
0BDF,113,1,1,0,135,0
557C,56,1,1,0,144,1
6427,169,1,1,0,147,0
9AA5,136,1,1,0,166,1
864A,165,1,1,0,170,0
7862,5,1,1,0,174,1
726C,72,1,1,0,182,0
5ECC,239,1,1,0,191,1
403F,69,1,1,0,195,0
F609,230,1,1,0,202,1
C86D,68,1,1,0,205,1
02EA,168,1,1,0,8,0
DEB5,83,1,1,0,11,0
DB76,143,1,1,0,39,0
D115,191,1,1,0,64,0
8A5C,114,1,1,0,72,0
4F3A,220,1,1,0,80,0
0CD9,42,1,1,0,81,0
1140,85,1,1,0,85,0
6A4B,206,1,1,0,94,0
61B6,191,1,1,0,100,0
A699,149,1,1,0,114,0
07D4,168,1,1,0,120,0
C8B8,796276,1,0,0,0,0
68DC,70,1,1,0,134,1
9B7A,224,1,1,0,138,0
E2B5,87,1,1,0,154,0
1409,109,1,1,0,209,0
E3A9,71,1,1,0,219,0
7E7D,92,1,1,0,222,0
8E65,26,1,1,0,226,0
A03B,49,1,1,0,227,0
6DFB,118,1,1,0,246,0
15C3,186,1,1,0,2,0
0D87,128,1,1,0,7,0
7C1B,206,1,1,0,12,0
0090,98,1,1,0,17,1
DE53,255,1,1,0,20,0
EDDE,25,1,1,0,79,0
9292,232,1,1,0,97,0
